date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,miscellaneous food,Salt (iodised),750 G,0.28,0.3943
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,miscellaneous food,Sugar,KG,0.7,0.9858
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,oil and fats,Oil (olive),L,6.43,9.0551
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,oil and fats,Oil (vegetable),1.8 L,1.78,2.5067
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,pulses and nuts,"Beans (fava, dry)",KG,1.59,2.2391
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,pulses and nuts,Chickpeas,KG,1.31,1.8448
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,pulses and nuts,Lentils,KG,0.86,1.2111
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Apples (red),KG,1.64,2.3095
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Bananas,KG,0.86,1.2111
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Cucumbers,KG,0.75,1.0562
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Garlic,KG,3.46,4.8726
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Onions,KG,0.47,0.6619
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Spinach,KG,0.72,1.0139
2020-09-15,Al Mafraq,Qasabet Al-Mafraq District,Al Mafraq,32.341670989990234,36.20199966430664,vegetables and fruits,Tomatoes,KG,0.49,0.69
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Bread (pita),KG,0.33,0.4647
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Bulgur,KG,0.83,1.1689
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Pasta,300 G,0.4,0.5633
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Potatoes,KG,0.6,0.845
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Rice (imported),KG,1.17,1.6477
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,cereals and tubers,Wheat flour,1.5 KG,1.08,1.5209
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Eggs,2 KG,2.41,3.3939
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.85,1.197
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Meat (beef),KG,7.97,11.2238
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Meat (chicken),KG,1.86,2.6194
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs","Meat (chicken, whole)",KG,1.8,2.5349
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,"meat, fish and eggs",Meat (lamb),KG,8.29,11.6745
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,Cheese (picon),160 G,0.78,1.0984
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,Milk (pasteurized),L,1.13,1.5913
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,milk and dairy,Milk (powder),0.8 KG,3.5,4.9289
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,miscellaneous food,Salt (iodised),750 G,0.3,0.4225
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,miscellaneous food,Sugar,KG,0.75,1.0562
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,oil and fats,Oil (olive),L,6.0,8.4496
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,oil and fats,Oil (vegetable),1.8 L,1.8,2.5349
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,pulses and nuts,"Beans (fava, dry)",KG,1.25,1.7603
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,pulses and nuts,Chickpeas,KG,1.71,2.4081
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,pulses and nuts,Lentils,KG,1.6,2.2532
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Apples (red),KG,1.33,1.873
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Bananas,KG,0.74,1.0421
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Cucumbers,KG,0.67,0.9435
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Garlic,KG,3.31,4.6613
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Onions,KG,0.5,0.7041
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Oranges (big size),KG,1.3,1.8307
2020-09-15,Al Tafilah,Qasabet At_Tafilah District,Al Tafilah,30.79115104675293,35.69189453125,vegetables and fruits,Tomatoes,KG,0.52,0.7323
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Bulgur,KG,0.83,1.1689
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Pasta,300 G,0.33,0.4647
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Potatoes,KG,0.62,0.8731
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Rice (imported),KG,1.25,1.7603
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,cereals and tubers,Wheat flour,1.5 KG,0.79,1.1125
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Eggs,2 KG,2.58,3.6333
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.01,1.4223
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Meat (beef),KG,8.5,11.9702
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Meat (chicken),KG,1.96,2.7602
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs","Meat (chicken, whole)",KG,1.81,2.549
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,"meat, fish and eggs",Meat (lamb),KG,10.5,14.7867
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,Cheese (picon),160 G,0.7,0.9858
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,"Cheese (white, boiled)",KG,5.89,8.2947
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,Milk (pasteurized),L,1.08,1.5209
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,milk and dairy,Milk (powder),0.8 KG,3.33,4.6895
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,miscellaneous food,Salt (iodised),750 G,0.3,0.4225
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,miscellaneous food,Sugar,KG,0.59,0.8309
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,oil and fats,Oil (olive),L,6.71,9.4494
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,oil and fats,Oil (vegetable),1.8 L,1.86,2.6194
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,"Beans (fava, dry)",KG,1.62,2.2814
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,Chickpeas,KG,1.98,2.7884
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,Lentils,KG,1.14,1.6054
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Apples (red),KG,2.19,3.0841
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Bananas,KG,0.89,1.2534
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Cucumbers,KG,0.74,1.0421
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Garlic,KG,4.35,6.1259
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Onions,KG,0.44,0.6196
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Oranges (big size),KG,2.08,2.9292
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Spinach,KG,0.62,0.8731
2020-09-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Tomatoes,KG,0.57,0.8027
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Bread (pita),KG,0.35,0.4929
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Bulgur,KG,0.79,1.1125
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Pasta,300 G,0.34,0.4788
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Potatoes,KG,0.59,0.8309
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Rice (imported),KG,1.14,1.6054
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Wheat flour,1.5 KG,0.85,1.197
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Eggs,2 KG,2.58,3.6333
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.22,1.7181
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (beef),KG,8.78,12.3645
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (chicken),KG,1.91,2.6898
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs","Meat (chicken, whole)",KG,1.76,2.4785
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (lamb),KG,10.17,14.322
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Cheese (picon),160 G,0.75,1.0562
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,"Cheese (white, boiled)",KG,5.79,8.1538
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Milk (powder),0.8 KG,3.4,4.7881
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,miscellaneous food,Salt (iodised),750 G,0.28,0.3943
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,miscellaneous food,Sugar,KG,0.61,0.859
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,oil and fats,Oil (olive),L,5.9,8.3087
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,oil and fats,Oil (vegetable),1.8 L,1.88,2.6475
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,"Beans (fava, dry)",KG,1.35,1.9012
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,Chickpeas,KG,1.71,2.4081
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,Lentils,KG,1.05,1.4787
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Apples (red),KG,1.89,2.6616
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Bananas,KG,1.03,1.4505
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Cucumbers,KG,0.74,1.0421
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Garlic,KG,3.79,5.3373
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Onions,KG,0.46,0.6478
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Spinach,KG,0.78,1.0984
2020-09-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Tomatoes,KG,0.5,0.7041
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Bulgur,KG,0.68,0.9576
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Pasta,300 G,0.34,0.4788
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Potatoes,KG,0.55,0.7745
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Rice (imported),KG,1.34,1.8871
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Wheat flour,1.5 KG,0.81,1.1407
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Eggs,2 KG,2.5,3.5207
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.2,1.6899
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (beef),KG,8.12,11.4351
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (chicken),KG,1.8,2.5349
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs","Meat (chicken, whole)",KG,1.75,2.4645
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (lamb),KG,10.0,14.0826
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Cheese (picon),160 G,0.85,1.197
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,"Cheese (white, boiled)",KG,6.0,8.4496
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Milk (pasteurized),L,1.24,1.7462
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Milk (powder),0.8 KG,3.34,4.7036
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,miscellaneous food,Salt (iodised),750 G,0.29,0.4084
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,miscellaneous food,Sugar,KG,0.66,0.9295
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,oil and fats,Oil (olive),L,6.38,8.9847
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,oil and fats,Oil (vegetable),1.8 L,1.71,2.4081
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,"Beans (fava, dry)",KG,1.34,1.8871
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,Chickpeas,KG,1.31,1.8448
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,Lentils,KG,0.87,1.2252
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Apples (red),KG,1.56,2.1969
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Bananas,KG,0.85,1.197
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Cucumbers,KG,0.71,0.9999
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Garlic,KG,3.59,5.0557
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Onions,KG,0.45,0.6337
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Spinach,KG,0.59,0.8309
2020-09-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Tomatoes,KG,0.49,0.69
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Bulgur,KG,0.93,1.3097
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Pasta,300 G,0.35,0.4929
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Potatoes,KG,0.53,0.7464
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Rice (imported),KG,1.24,1.7462
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Wheat flour,1.5 KG,0.85,1.197
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Eggs,2 KG,2.44,3.4362
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.93,1.3097
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (beef),KG,7.84,11.0408
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (chicken),KG,2.0,2.8165
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs","Meat (chicken, whole)",KG,2.2,3.0982
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (lamb),KG,9.75,13.7305
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Cheese (picon),160 G,0.74,1.0421
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,"Cheese (white, boiled)",KG,5.03,7.0835
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Milk (pasteurized),L,1.14,1.6054
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Milk (powder),0.8 KG,3.33,4.6895
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,miscellaneous food,Sugar,KG,0.7,0.9858
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (kerosene),L,0.48,0.676
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (petrol-gasoline),L,0.68,0.9576
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,oil and fats,Oil (olive),L,6.08,8.5622
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,oil and fats,Oil (vegetable),1.8 L,1.71,2.4081
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,"Beans (fava, dry)",KG,1.2,1.6899
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,Chickpeas,KG,2.2,3.0982
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,Lentils,KG,1.0,1.4083
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Apples (red),KG,1.19,1.6758
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Bananas,KG,1.03,1.4505
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Cucumbers,KG,0.58,0.8168
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Garlic,KG,3.87,5.45
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Onions,KG,0.4,0.5633
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Oranges (big size),KG,1.33,1.873
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Spinach,KG,0.95,1.3378
2020-09-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Tomatoes,KG,0.4,0.5633
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Bread (pita),KG,0.32,0.4506
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Bulgur,KG,0.95,1.3378
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Pasta,300 G,0.37,0.5211
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Potatoes,KG,0.51,0.7182
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Rice (imported),KG,1.27,1.7885
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Wheat flour,1.5 KG,0.85,1.197
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Eggs,2 KG,2.28,3.2108
2020-09-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.2,1.6899
