date,admin1,admin2,market,latitude,longitude,category,commodity,unit,price,usdprice
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,miscellaneous food,Salt (iodised),750 G,0.24,0.338
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,miscellaneous food,Sugar,KG,0.72,1.0182
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (kerosene),L,0.47,0.6548
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,non-food,Fuel (petrol-gasoline),L,0.62,0.8731
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,oil and fats,Oil (olive),L,5.58,7.8651
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,oil and fats,Oil (vegetable),1.8 L,1.88,2.6503
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,"Beans (fava, dry)",KG,1.49,2.0941
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,Chickpeas,KG,2.21,3.1179
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,pulses and nuts,Lentils,KG,1.43,2.0124
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Apples (red),KG,1.36,1.9181
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Bananas,KG,0.81,1.1463
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Cucumbers,KG,0.63,0.89
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Garlic,KG,2.75,3.8727
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Onions,KG,0.6,0.8407
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Oranges (big size),KG,0.54,0.7591
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Spinach,KG,0.36,0.5126
2017-01-15,Amman,Al_Qwaismeh District,Amman,31.913320541381836,35.96791076660156,vegetables and fruits,Tomatoes,KG,0.3,0.4211
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Bread (pita),KG,0.17,0.2394
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Bulgur,KG,0.8,1.1266
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Pasta,300 G,0.3,0.4295
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Potatoes,KG,0.88,1.2421
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,cereals and tubers,Rice (imported),KG,1.31,1.8406
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Eggs,2 KG,2.85,4.015
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.98,1.3857
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (beef),KG,8.53,12.0181
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (chicken),KG,2.48,3.4854
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs","Meat (chicken, whole)",KG,1.54,2.1659
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,"meat, fish and eggs",Meat (lamb),KG,10.83,15.2515
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Cheese (picon),160 G,0.72,1.0196
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,"Cheese (white, boiled)",KG,5.72,8.0581
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,milk and dairy,Milk (pasteurized),L,1.13,1.5956
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,miscellaneous food,Sugar,KG,0.7,0.9928
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (kerosene),L,0.47,0.6548
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,non-food,Fuel (petrol-gasoline),L,0.62,0.8731
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,oil and fats,Oil (olive),L,5.83,8.2144
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,oil and fats,Oil (vegetable),1.8 L,1.9,2.6757
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,"Beans (fava, dry)",KG,1.41,1.9885
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,Chickpeas,KG,2.25,3.1686
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,pulses and nuts,Lentils,KG,1.26,1.7702
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Apples (red),KG,1.46,2.0504
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Bananas,KG,0.81,1.1336
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Cucumbers,KG,0.6,0.8421
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Garlic,KG,2.91,4.0924
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Onions,KG,0.73,1.0294
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Spinach,KG,0.31,0.4323
2017-01-15,Irbid,Qasabet Irbid District,Irbid,32.546085357666016,35.80170440673828,vegetables and fruits,Tomatoes,KG,0.29,0.4126
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Bread (pita),KG,0.17,0.2408
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Bulgur,KG,0.71,1.0055
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Pasta,300 G,0.34,0.483
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Potatoes,KG,0.84,1.1886
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,cereals and tubers,Rice (imported),KG,1.24,1.7505
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Eggs,2 KG,2.92,4.1192
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.0,1.4083
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (beef),KG,8.0,11.2661
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (chicken),KG,1.84,2.5884
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs","Meat (chicken, whole)",KG,1.38,1.949
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,"meat, fish and eggs",Meat (lamb),KG,10.84,15.2712
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Cheese (picon),160 G,0.81,1.1407
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,"Cheese (white, boiled)",KG,6.0,8.4496
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,milk and dairy,Milk (pasteurized),L,1.2,1.6899
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,miscellaneous food,Sugar,KG,0.72,1.0097
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (kerosene),L,0.47,0.6548
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,non-food,Fuel (petrol-gasoline),L,0.62,0.8731
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,oil and fats,Oil (olive),L,5.95,8.3791
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,oil and fats,Oil (vegetable),1.8 L,1.82,2.563
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,"Beans (fava, dry)",KG,1.63,2.2898
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,Chickpeas,KG,2.22,3.1263
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,pulses and nuts,Lentils,KG,1.54,2.1687
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Apples (red),KG,1.38,1.9476
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Bananas,KG,0.93,1.3111
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Cucumbers,KG,0.72,1.0139
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Garlic,KG,3.01,4.2431
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Onions,KG,0.67,0.9407
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Spinach,KG,0.3,0.4253
2017-01-15,Jarash,Qasabet Jerash District,Jarash,32.261898040771484,35.8680534362793,vegetables and fruits,Tomatoes,KG,0.32,0.4492
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Bread (pita),KG,0.17,0.2394
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Bulgur,KG,0.95,1.3378
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Pasta,300 G,0.35,0.4929
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Potatoes,KG,0.75,1.0562
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,cereals and tubers,Rice (imported),KG,1.22,1.7167
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Eggs,2 KG,2.99,4.2051
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.97,1.3731
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (beef),KG,7.0,9.8578
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (chicken),KG,2.5,3.5207
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs","Meat (chicken, whole)",KG,1.55,2.1898
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,"meat, fish and eggs",Meat (lamb),KG,10.59,14.9191
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Cheese (picon),160 G,0.7,0.9928
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,"Cheese (white, boiled)",KG,4.67,6.5724
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,milk and dairy,Milk (pasteurized),L,1.1,1.5491
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,miscellaneous food,Sugar,KG,0.72,1.021
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (kerosene),L,0.47,0.6548
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,non-food,Fuel (petrol-gasoline),L,0.62,0.8731
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,oil and fats,Oil (olive),L,5.38,7.5694
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,oil and fats,Oil (vegetable),1.8 L,1.75,2.4645
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,"Beans (fava, dry)",KG,1.17,1.6477
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,pulses and nuts,Chickpeas,KG,1.82,2.5659
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Apples (red),KG,1.3,1.8307
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Bananas,KG,1.0,1.4083
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Cucumbers,KG,0.63,0.8928
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Garlic,KG,2.84,4.0023
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Onions,KG,0.56,0.79
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Oranges (big size),KG,0.46,0.6506
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Spinach,KG,0.46,0.6436
2017-01-15,Maan,Ma'an District,Maan,30.3544979095459,36.56766891479492,vegetables and fruits,Tomatoes,KG,0.36,0.5084
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Bread (pita),KG,0.16,0.2253
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Potatoes,KG,1.25,1.7603
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,cereals and tubers,Rice (imported),KG,1.2,1.6941
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Eggs,2 KG,1.59,2.2363
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs","Fish (tuna, canned)",170 G,0.33,0.4577
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (chicken),KG,0.94,1.3294
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs","Meat (chicken, whole)",KG,0.32,0.445
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,"meat, fish and eggs",Meat (lamb),KG,0.94,1.3209
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,"Cheese (white, boiled)",KG,9.0,12.6743
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,milk and dairy,Milk (pasteurized),L,9.0,12.6743
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,miscellaneous food,Salt (iodised),750 G,0.23,0.3197
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,miscellaneous food,Sugar,KG,0.95,1.3378
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (kerosene),L,0.47,0.6548
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,non-food,Fuel (petrol-gasoline),L,0.62,0.8731
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,oil and fats,Oil (olive),L,0.57,0.8097
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,oil and fats,Oil (vegetable),1.8 L,0.38,0.5281
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,"Beans (fava, dry)",KG,0.72,1.021
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,Chickpeas,KG,5.07,7.1413
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,pulses and nuts,Lentils,KG,1.44,2.0321
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Apples (red),KG,1.21,1.7054
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Bananas,KG,2.7,3.8079
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Cucumbers,KG,2.5,3.5207
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Garlic,KG,0.89,1.2505
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Oranges (big size),KG,5.75,8.0975
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Spinach,KG,0.71,1.0013
2017-01-15,Madaba,Qasabet Madaba District,Madaba,31.719289779663086,35.793209075927734,vegetables and fruits,Tomatoes,KG,0.62,0.8802
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Bread (pita),KG,0.17,0.2394
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Bulgur,KG,1.25,1.7603
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Pasta,300 G,0.3,0.4225
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Potatoes,KG,0.96,1.359
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,cereals and tubers,Rice (imported),KG,1.25,1.7603
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Eggs,2 KG,2.89,4.0699
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs","Fish (tuna, canned)",170 G,1.0,1.4083
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (beef),KG,7.17,10.093
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (chicken),KG,2.33,3.2812
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs","Meat (chicken, whole)",KG,1.5,2.1124
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,"meat, fish and eggs",Meat (lamb),KG,8.17,11.5013
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,Cheese (picon),160 G,0.72,1.0139
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,milk and dairy,"Cheese (white, boiled)",KG,4.0,5.633
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,miscellaneous food,Salt (iodised),750 G,0.25,0.3521
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,miscellaneous food,Sugar,KG,0.62,0.8731
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (gas),12.5 KG,7.0,9.8578
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (kerosene),L,0.47,0.6548
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,non-food,Fuel (petrol-gasoline),L,0.62,0.8731
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,oil and fats,Oil (olive),L,5.5,7.7454
2017-01-15,Zarqa,Qasabet Az_Zarqa District,Zarqa,32.060791015625,36.09428024291992,oil and fats,Oil (vegetable),1.8 L,2.0,2.8165
